"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Germany","2010","Total","Male","95 +","Estimate - de jure","Final figure, complete","2011","56714.5",""
"Germany","2010","Total","Male","95 +","Estimate - de jure","Final figure, complete","2011","55693",""
"Germany","2010","Total","Female","Total","Estimate - de jure","Final figure, complete","2011","41668914",""
"Germany","2010","Total","Female","Total","Estimate - de jure","Final figure, complete","2011","41698651",""
"Germany","2010","Total","Female","0","Estimate - de jure","Final figure, complete","2011","327485",""
"Germany","2010","Total","Female","0","Estimate - de jure","Final figure, complete","2010","324028",""
"Germany","2010","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2011","1660386.5",""
"Germany","2010","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2011","1660156",""
"Germany","2010","Total","Female","1","Estimate - de jure","Final figure, complete","2011","331018",""
"Germany","2010","Total","Female","1","Estimate - de jure","Final figure, complete","2010","335300",""
"Germany","2010","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2011","1332901.5",""
"Germany","2010","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2011","1336128",""
"Germany","2010","Total","Female","2","Estimate - de jure","Final figure, complete","2011","335960.5",""
"Germany","2010","Total","Female","2","Estimate - de jure","Final figure, complete","2010","335497",""
"Germany","2010","Total","Female","3","Estimate - de jure","Final figure, complete","2010","329431",""
"Germany","2010","Total","Female","3","Estimate - de jure","Final figure, complete","2011","332912",""
"Germany","2010","Total","Female","4","Estimate - de jure","Final figure, complete","2011","333011",""
"Germany","2010","Total","Female","4","Estimate - de jure","Final figure, complete","2010","335900",""
"Germany","2010","Total","Female","5","Estimate - de jure","Final figure, complete","2010","344710",""
"Germany","2010","Total","Female","5","Estimate - de jure","Final figure, complete","2011","340538",""
"Germany","2010","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2011","1757885.5",""
"Germany","2010","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2011","1777806",""
"Germany","2010","Total","Female","6","Estimate - de jure","Final figure, complete","2011","344782.5",""
"Germany","2010","Total","Female","6","Estimate - de jure","Final figure, complete","2010","344835",""
"Germany","2010","Total","Female","7","Estimate - de jure","Final figure, complete","2010","351142",""
"Germany","2010","Total","Female","7","Estimate - de jure","Final figure, complete","2011","348154.5",""
"Germany","2010","Total","Female","8","Estimate - de jure","Final figure, complete","2011","355630",""
"Germany","2010","Total","Female","8","Estimate - de jure","Final figure, complete","2010","359693",""
"Germany","2010","Total","Female","9","Estimate - de jure","Final figure, complete","2010","377426",""
"Germany","2010","Total","Female","9","Estimate - de jure","Final figure, complete","2011","368780.5",""
"Germany","2010","Total","Female","10","Estimate - de jure","Final figure, complete","2011","377210.5",""
"Germany","2010","Total","Female","10","Estimate - de jure","Final figure, complete","2010","376432",""
"Germany","2010","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2011","1930255",""
"Germany","2010","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2011","1930491.5",""
"Germany","2010","Total","Female","11","Estimate - de jure","Final figure, complete","2011","381187.5",""
"Germany","2010","Total","Female","11","Estimate - de jure","Final figure, complete","2010","385436",""
"Germany","2010","Total","Female","12","Estimate - de jure","Final figure, complete","2010","397892",""
"Germany","2010","Total","Female","12","Estimate - de jure","Final figure, complete","2011","391903",""
"Germany","2010","Total","Female","13","Estimate - de jure","Final figure, complete","2011","394665",""
"Germany","2010","Total","Female","13","Estimate - de jure","Final figure, complete","2010","390828",""
"Germany","2010","Total","Female","14","Estimate - de jure","Final figure, complete","2010","379667",""
"Germany","2010","Total","Female","14","Estimate - de jure","Final figure, complete","2011","385525.5",""
"Germany","2010","Total","Female","15","Estimate - de jure","Final figure, complete","2011","382340",""
"Germany","2010","Total","Female","15","Estimate - de jure","Final figure, complete","2010","384304",""
"Germany","2010","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2011","2059802.5",""
"Germany","2010","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2011","2103040",""
"Germany","2010","Total","Female","16","Estimate - de jure","Final figure, complete","2011","393121.5",""
"Germany","2010","Total","Female","16","Estimate - de jure","Final figure, complete","2010","400814",""
"Germany","2010","Total","Female","17","Estimate - de jure","Final figure, complete","2010","412361",""
"Germany","2010","Total","Female","17","Estimate - de jure","Final figure, complete","2011","407066",""
"Germany","2010","Total","Female","18","Estimate - de jure","Final figure, complete","2011","422284.5",""
"Germany","2010","Total","Female","18","Estimate - de jure","Final figure, complete","2010","429953",""
"Germany","2010","Total","Female","19","Estimate - de jure","Final figure, complete","2010","475608",""
"Germany","2010","Total","Female","19","Estimate - de jure","Final figure, complete","2011","454990.5",""
"Germany","2010","Total","Female","20","Estimate - de jure","Final figure, complete","2011","479193",""
"Germany","2010","Total","Female","20","Estimate - de jure","Final figure, complete","2010","476721",""
"Germany","2010","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2011","2417804",""
"Germany","2010","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2011","2430680.5",""
"Germany","2010","Total","Female","21","Estimate - de jure","Final figure, complete","2011","488210.5",""
"Germany","2010","Total","Female","21","Estimate - de jure","Final figure, complete","2010","494025",""
"Germany","2010","Total","Female","22","Estimate - de jure","Final figure, complete","2010","487256",""
"Germany","2010","Total","Female","22","Estimate - de jure","Final figure, complete","2011","492971",""
"Germany","2010","Total","Female","23","Estimate - de jure","Final figure, complete","2011","488466",""
"Germany","2010","Total","Female","23","Estimate - de jure","Final figure, complete","2010","485301",""
"Germany","2010","Total","Female","24","Estimate - de jure","Final figure, complete","2010","474501",""
"Germany","2010","Total","Female","24","Estimate - de jure","Final figure, complete","2011","481840",""
"Germany","2010","Total","Female","25","Estimate - de jure","Final figure, complete","2011","476535.5",""
"Germany","2010","Total","Female","25","Estimate - de jure","Final figure, complete","2010","475965",""
"Germany","2010","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2011","2445839.5",""
"Germany","2010","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2011","2455552",""
"Germany","2010","Total","Female","26","Estimate - de jure","Final figure, complete","2011","480250.5",""
"Germany","2010","Total","Female","26","Estimate - de jure","Final figure, complete","2010","482477",""
"Germany","2010","Total","Female","27","Estimate - de jure","Final figure, complete","2010","496423",""
"Germany","2010","Total","Female","27","Estimate - de jure","Final figure, complete","2011","490269.5",""
"Germany","2010","Total","Female","28","Estimate - de jure","Final figure, complete","2011","497943",""
"Germany","2010","Total","Female","28","Estimate - de jure","Final figure, complete","2010","498097",""
"Germany","2010","Total","Female","29","Estimate - de jure","Final figure, complete","2010","502590",""
"Germany","2010","Total","Female","29","Estimate - de jure","Final figure, complete","2011","500841",""
"Germany","2010","Total","Female","30","Estimate - de jure","Final figure, complete","2011","491281.5",""
"Germany","2010","Total","Female","30","Estimate - de jure","Final figure, complete","2010","479041",""
"Germany","2010","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2011","2336333",""
"Germany","2010","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2011","2363996",""
"Germany","2010","Total","Female","31","Estimate - de jure","Final figure, complete","2011","476268.5",""
"Germany","2010","Total","Female","31","Estimate - de jure","Final figure, complete","2010","472793",""
"Germany","2010","Total","Female","32","Estimate - de jure","Final figure, complete","2010","469596",""
"Germany","2010","Total","Female","32","Estimate - de jure","Final figure, complete","2011","471679.5",""
"Germany","2010","Total","Female","33","Estimate - de jure","Final figure, complete","2011","466955",""
"Germany","2010","Total","Female","33","Estimate - de jure","Final figure, complete","2010","463573",""
"Germany","2010","Total","Female","34","Estimate - de jure","Final figure, complete","2010","451330",""
"Germany","2010","Total","Female","34","Estimate - de jure","Final figure, complete","2011","457811.5",""
"Germany","2010","Total","Female","35","Estimate - de jure","Final figure, complete","2011","455909.5",""
"Germany","2010","Total","Female","35","Estimate - de jure","Final figure, complete","2010","459908",""
"Germany","2010","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2011","2516508",""
"Germany","2010","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2011","2583366",""
"Germany","2010","Total","Female","36","Estimate - de jure","Final figure, complete","2011","462905.5",""
"Germany","2010","Total","Female","36","Estimate - de jure","Final figure, complete","2010","465498",""
"Germany","2010","Total","Female","37","Estimate - de jure","Final figure, complete","2010","509963",""
"Germany","2010","Total","Female","37","Estimate - de jure","Final figure, complete","2011","487805.5",""
"Germany","2010","Total","Female","38","Estimate - de jure","Final figure, complete","2011","535776.5",""
"Germany","2010","Total","Female","38","Estimate - de jure","Final figure, complete","2010","561491",""
"Germany","2010","Total","Female","39","Estimate - de jure","Final figure, complete","2010","586506",""
"Germany","2010","Total","Female","39","Estimate - de jure","Final figure, complete","2011","574111",""
"Germany","2010","Total","Female","40","Estimate - de jure","Final figure, complete","2011","607601",""
"Germany","2010","Total","Female","40","Estimate - de jure","Final figure, complete","2010","628623",""
"Germany","2010","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2011","3353895",""
"Germany","2010","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2011","3298665",""
"Germany","2010","Total","Female","41","Estimate - de jure","Final figure, complete","2011","643706.5",""
"Germany","2010","Total","Female","41","Estimate - de jure","Final figure, complete","2010","658758",""
"Germany","2010","Total","Female","42","Estimate - de jure","Final figure, complete","2010","676304",""
"Germany","2010","Total","Female","42","Estimate - de jure","Final figure, complete","2011","667381.5",""
"Germany","2010","Total","Female","43","Estimate - de jure","Final figure, complete","2011","685098",""
"Germany","2010","Total","Female","43","Estimate - de jure","Final figure, complete","2010","694090",""
"Germany","2010","Total","Female","44","Estimate - de jure","Final figure, complete","2010","696120",""
"Germany","2010","Total","Female","44","Estimate - de jure","Final figure, complete","2011","694878",""
"Germany","2010","Total","Female","45","Estimate - de jure","Final figure, complete","2011","702772.5",""
"Germany","2010","Total","Female","45","Estimate - de jure","Final figure, complete","2010","709974",""
"Germany","2010","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2011","3462270.5",""
"Germany","2010","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2011","3447397",""
"Germany","2010","Total","Female","46","Estimate - de jure","Final figure, complete","2011","708351.5",""
"Germany","2010","Total","Female","46","Estimate - de jure","Final figure, complete","2010","707289",""
"Germany","2010","Total","Female","47","Estimate - de jure","Final figure, complete","2010","687370",""
"Germany","2010","Total","Female","47","Estimate - de jure","Final figure, complete","2011","696835.5",""
"Germany","2010","Total","Female","48","Estimate - de jure","Final figure, complete","2011","683499.5",""
"Germany","2010","Total","Female","48","Estimate - de jure","Final figure, complete","2010","680622",""
"Germany","2010","Total","Female","49","Estimate - de jure","Final figure, complete","2010","662142",""
"Germany","2010","Total","Female","49","Estimate - de jure","Final figure, complete","2011","670811.5",""
"Germany","2010","Total","Female","50","Estimate - de jure","Final figure, complete","2011","651068",""
"Germany","2010","Total","Female","50","Estimate - de jure","Final figure, complete","2010","641315",""
"Germany","2010","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2011","2999569",""
"Germany","2010","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2011","3042331",""
"Germany","2010","Total","Female","51","Estimate - de jure","Final figure, complete","2011","624217.5",""
"Germany","2010","Total","Female","51","Estimate - de jure","Final figure, complete","2010","608499",""
"Germany","2010","Total","Female","52","Estimate - de jure","Final figure, complete","2010","596823",""
"Germany","2010","Total","Female","52","Estimate - de jure","Final figure, complete","2011","601978",""
"Germany","2010","Total","Female","53","Estimate - de jure","Final figure, complete","2011","589507",""
"Germany","2010","Total","Female","53","Estimate - de jure","Final figure, complete","2010","583856",""
"Germany","2010","Total","Female","54","Estimate - de jure","Final figure, complete","2010","569076",""
"Germany","2010","Total","Female","54","Estimate - de jure","Final figure, complete","2011","575560.5",""
"Germany","2010","Total","Female","55","Estimate - de jure","Final figure, complete","2011","565571",""
"Germany","2010","Total","Female","55","Estimate - de jure","Final figure, complete","2010","563944",""
"Germany","2010","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2011","2750692.5",""
"Germany","2010","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2011","2742416",""
"Germany","2010","Total","Female","56","Estimate - de jure","Final figure, complete","2011","555161",""
"Germany","2010","Total","Female","56","Estimate - de jure","Final figure, complete","2010","548498",""
"Germany","2010","Total","Female","57","Estimate - de jure","Final figure, complete","2010","549820",""
"Germany","2010","Total","Female","57","Estimate - de jure","Final figure, complete","2011","548075",""
"Germany","2010","Total","Female","58","Estimate - de jure","Final figure, complete","2011","543052",""
"Germany","2010","Total","Female","58","Estimate - de jure","Final figure, complete","2010","538612",""
"Germany","2010","Total","Female","59","Estimate - de jure","Final figure, complete","2010","541542",""
"Germany","2010","Total","Female","59","Estimate - de jure","Final figure, complete","2011","538833.5",""
"Germany","2010","Total","Female","60","Estimate - de jure","Final figure, complete","2011","529258.5",""
"Germany","2010","Total","Female","60","Estimate - de jure","Final figure, complete","2010","520044",""
"Germany","2010","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2011","2189134",""
"Germany","2010","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2011","2276790.5",""
"Germany","2010","Total","Female","61","Estimate - de jure","Final figure, complete","2011","496500",""
"Germany","2010","Total","Female","61","Estimate - de jure","Final figure, complete","2010","476138",""
"Germany","2010","Total","Female","62","Estimate - de jure","Final figure, complete","2010","449505",""
"Germany","2010","Total","Female","62","Estimate - de jure","Final figure, complete","2011","461178.5",""
"Germany","2010","Total","Female","63","Estimate - de jure","Final figure, complete","2011","419689",""
"Germany","2010","Total","Female","63","Estimate - de jure","Final figure, complete","2010","393103",""
"Germany","2010","Total","Female","64","Estimate - de jure","Final figure, complete","2010","350344",""
"Germany","2010","Total","Female","64","Estimate - de jure","Final figure, complete","2011","370164.5",""
"Germany","2010","Total","Female","65","Estimate - de jure","Final figure, complete","2011","405525",""
"Germany","2010","Total","Female","65","Estimate - de jure","Final figure, complete","2010","463951",""
"Germany","2010","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2011","2405471",""
"Germany","2010","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2011","2535108",""
"Germany","2010","Total","Female","66","Estimate - de jure","Final figure, complete","2011","464886",""
"Germany","2010","Total","Female","66","Estimate - de jure","Final figure, complete","2010","470036",""
"Germany","2010","Total","Female","67","Estimate - de jure","Final figure, complete","2010","457964",""
"Germany","2010","Total","Female","67","Estimate - de jure","Final figure, complete","2011","461764.5",""
"Germany","2010","Total","Female","68","Estimate - de jure","Final figure, complete","2011","504687.5",""
"Germany","2010","Total","Female","68","Estimate - de jure","Final figure, complete","2010","556071",""
"Germany","2010","Total","Female","69","Estimate - de jure","Final figure, complete","2010","587086",""
"Germany","2010","Total","Female","69","Estimate - de jure","Final figure, complete","2011","568608",""
"Germany","2010","Total","Female","70","Estimate - de jure","Final figure, complete","2011","577788.5",""
"Germany","2010","Total","Female","70","Estimate - de jure","Final figure, complete","2010","575380",""
"Germany","2010","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2011","2552708",""
"Germany","2010","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2011","2596619",""
"Germany","2010","Total","Female","71","Estimate - de jure","Final figure, complete","2011","551765.5",""
"Germany","2010","Total","Female","71","Estimate - de jure","Final figure, complete","2010","535445",""
"Germany","2010","Total","Female","72","Estimate - de jure","Final figure, complete","2010","497957",""
"Germany","2010","Total","Female","72","Estimate - de jure","Final figure, complete","2011","512968.5",""
"Germany","2010","Total","Female","73","Estimate - de jure","Final figure, complete","2011","486485.5",""
"Germany","2010","Total","Female","73","Estimate - de jure","Final figure, complete","2010","482874",""
"Germany","2010","Total","Female","74","Estimate - de jure","Final figure, complete","2010","461052",""
"Germany","2010","Total","Female","74","Estimate - de jure","Final figure, complete","2011","467611",""
"Germany","2010","Total","Female","75","Estimate - de jure","Final figure, complete","2011","438090.5",""
"Germany","2010","Total","Female","75","Estimate - de jure","Final figure, complete","2010","424591",""
"Germany","2010","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2011","1806093",""
"Germany","2010","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2011","1773138",""
"Germany","2010","Total","Female","76","Estimate - de jure","Final figure, complete","2011","376294",""
"Germany","2010","Total","Female","76","Estimate - de jure","Final figure, complete","2010","338072",""
"Germany","2010","Total","Female","77","Estimate - de jure","Final figure, complete","2010","332456",""
"Germany","2010","Total","Female","77","Estimate - de jure","Final figure, complete","2011","330695",""
"Germany","2010","Total","Female","78","Estimate - de jure","Final figure, complete","2011","327853.5",""
"Germany","2010","Total","Female","78","Estimate - de jure","Final figure, complete","2010","333603",""
"Germany","2010","Total","Female","79","Estimate - de jure","Final figure, complete","2010","344416",""
"Germany","2010","Total","Female","79","Estimate - de jure","Final figure, complete","2011","333160",""
"Germany","2010","Total","Female","80","Estimate - de jure","Final figure, complete","2011","328441.5",""
"Germany","2010","Total","Female","80","Estimate - de jure","Final figure, complete","2010","326018",""
"Germany","2010","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2011","1467528",""
"Germany","2010","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2011","1467431",""
"Germany","2010","Total","Female","81","Estimate - de jure","Final figure, complete","2011","312025.5",""
"Germany","2010","Total","Female","81","Estimate - de jure","Final figure, complete","2010","312767",""
"Germany","2010","Total","Female","82","Estimate - de jure","Final figure, complete","2010","287661",""
"Germany","2010","Total","Female","82","Estimate - de jure","Final figure, complete","2011","292102",""
"Germany","2010","Total","Female","83","Estimate - de jure","Final figure, complete","2011","273778.5",""
"Germany","2010","Total","Female","83","Estimate - de jure","Final figure, complete","2010","277077",""
"Germany","2010","Total","Female","84","Estimate - de jure","Final figure, complete","2010","264005",""
"Germany","2010","Total","Female","84","Estimate - de jure","Final figure, complete","2011","261083.5",""
"Germany","2010","Total","Female","85","Estimate - de jure","Final figure, complete","2011","239673",""
"Germany","2010","Total","Female","85","Estimate - de jure","Final figure, complete","2010","235886",""
"Germany","2010","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2011","978784.5",""
"Germany","2010","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2011","978446",""
"Germany","2010","Total","Female","86","Estimate - de jure","Final figure, complete","2010","211705",""
"Germany","2010","Total","Female","86","Estimate - de jure","Final figure, complete","2011","213291.5",""
"Germany","2010","Total","Female","87","Estimate - de jure","Final figure, complete","2011","192903.5",""
"Germany","2010","Total","Female","87","Estimate - de jure","Final figure, complete","2010","196023",""
"Germany","2010","Total","Female","88","Estimate - de jure","Final figure, complete","2010","181709",""
"Germany","2010","Total","Female","88","Estimate - de jure","Final figure, complete","2011","177522",""
"Germany","2010","Total","Female","89","Estimate - de jure","Final figure, complete","2011","155394.5",""
"Germany","2010","Total","Female","89","Estimate - de jure","Final figure, complete","2010","153123",""
"Germany","2010","Total","Female","90","Estimate - de jure","Final figure, complete","2010","98110",""
"Germany","2010","Total","Female","90","Estimate - de jure","Final figure, complete","2011","114137.5",""
"Germany","2010","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2011","258016",""
"Germany","2010","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2011","283011.5",""
"Germany","2010","Total","Female","91","Estimate - de jure","Final figure, complete","2010","51010",""
"Germany","2010","Total","Female","91","Estimate - de jure","Final figure, complete","2011","64643",""
"Germany","2010","Total","Female","92","Estimate - de jure","Final figure, complete","2011","40491",""
"Germany","2010","Total","Female","92","Estimate - de jure","Final figure, complete","2010","40070",""
"Germany","2010","Total","Female","93","Estimate - de jure","Final figure, complete","2010","35067",""
"Germany","2010","Total","Female","93","Estimate - de jure","Final figure, complete","2011","33338",""
"Germany","2010","Total","Female","94","Estimate - de jure","Final figure, complete","2010","33759",""
"Germany","2010","Total","Female","94","Estimate - de jure","Final figure, complete","2011","30402",""
"Germany","2010","Total","Female","95 +","Estimate - de jure","Final figure, complete","2011","135164.5",""
"Germany","2010","Total","Female","95 +","Estimate - de jure","Final figure, complete","2011","136984",""
"Italy","2010","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2013","59277416.5",""
"Italy","2010","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2013","59190143",""
"Italy","2010","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2013","553868",""
"Italy","2010","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2013","559232",""
"Italy","2010","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2013","2793583.5",""
"Italy","2010","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2013","2800687",""
"Italy","2010","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2013","565828",""
"Italy","2010","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2013","560999",""
"Italy","2010","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2013","2239715.5",""
"Italy","2010","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2013","2241455",""
"Italy","2010","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2013","559964",""
"Italy","2010","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2013","561502.5",""
"Italy","2010","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2013","559471",""
"Italy","2010","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2013","559616",""
"Italy","2010","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2013","556047",""
"Italy","2010","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2013","557743",""
"Italy","2010","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2013","558781",""
"Italy","2010","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2013","561464",""
"Italy","2010","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2013","2781354",""
"Italy","2010","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2013","2782340",""
"Italy","2010","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2013","555095",""
"Italy","2010","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2013","558030",""
"Italy","2010","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2013","553203",""
"Italy","2010","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2013","550525",""
"Italy","2010","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2013","553484",""
"Italy","2010","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2013","552416.5",""
"Italy","2010","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2013","558923.5",""
"Italy","2010","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2013","561772",""
"Italy","2010","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2013","553077",""
"Italy","2010","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2013","558995.5",""
"Italy","2010","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2013","2772527.5",""
"Italy","2010","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2013","2759703",""
"Italy","2010","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2013","552251",""
"Italy","2010","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2013","553757.5",""
"Italy","2010","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2013","553070",""
"Italy","2010","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2013","550677",""
"Italy","2010","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2013","552462",""
"Italy","2010","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2013","553294",""
"Italy","2010","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2013","553410.5",""
"Italy","2010","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2013","551236",""
"Italy","2010","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2013","558271",""
"Italy","2010","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2013","556294.5",""
"Italy","2010","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2013","2899782.5",""
"Italy","2010","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2013","2913256",""
"Italy","2010","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2013","571145",""
"Italy","2010","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2013","566521",""
"Italy","2010","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2013","583690",""
"Italy","2010","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2013","592315",""
"Italy","2010","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2013","591404",""
"Italy","2010","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2013","594549.5",""
"Italy","2010","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2013","598727.5",""
"Italy","2010","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2013","600121",""
"Italy","2010","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2013","596281",""
"Italy","2010","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2013","601100.5",""
"Italy","2010","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2013","3028119",""
"Italy","2010","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2013","3017981",""
"Italy","2010","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2013","607618",""
"Italy","2010","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2013","605526.5",""
"Italy","2010","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2013","604940",""
"Italy","2010","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2013","593638",""
"Italy","2010","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2013","599504",""
"Italy","2010","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2013","601722",""
"Italy","2010","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2013","614830",""
"Italy","2010","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2013","620940",""
"Italy","2010","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2013","635440",""
"Italy","2010","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2013","633240",""
"Italy","2010","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2013","3335084",""
"Italy","2010","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2013","3356647",""
"Italy","2010","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2013","650621",""
"Italy","2010","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2013","648106",""
"Italy","2010","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2013","667903.5",""
"Italy","2010","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2013","676335",""
"Italy","2010","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2013","686499",""
"Italy","2010","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2013","685657.5",""
"Italy","2010","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2013","700177",""
"Italy","2010","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2013","707752",""
"Italy","2010","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2013","738018",""
"Italy","2010","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2013","725836",""
"Italy","2010","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2013","3986441.5",""
"Italy","2010","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2013","4069611",""
"Italy","2010","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2013","782401",""
"Italy","2010","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2013","762113",""
"Italy","2010","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2013","797449",""
"Italy","2010","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2013","810233",""
